Address,City,Council District,County,Date evaluated,Demo Needed,Formatted Address,Inventory Type,Location 1,Market Value,Market Value Year,Neighborhood,Number of Bedrooms,Number of Full Baths,Parcel Number,Postal Code,Potential Use,Property Class,Property Condition,Property Status,School District,Sold Date,Square Footage,State,Structure Square Footage,Zoned As,blockgroup_id,lat,lng,nbh_id,nbh_name,police_division,police_division_id
2509 E 20TH ST,KANSAS CITY,3rd,Jackson,,N,"2509 E 20th St, Kansas City, MO 64127, USA",Land Bank,"2509 E 20TH ST
KANSAS CITY, MO 64127
(39.088074, -94.552681)",14050.0,2019.0,Wendell Phillips,,,JA29610220200000000,64127,Infill construction,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5978.177361,MO,,R-1.5,290950161002,39.087837,-94.552667,27,Wendell Phillips,East,3
3014 Lister Ave,Kansas City,3rd,Jackson,,N,"3014 Lister Ave, Kansas City, MO 64128, USA",Land Bank,"3014 Lister Ave
Kansas City, MO 64128
(39.069997, -94.528643)",2400.0,2019.0,Knoches Park,,,JA28820302300000000,64128,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4258.74055556,MO,,R-2.5,290950164001,39.070079,-94.528961,64,Knoches Park,East,3
4035  Spruce Avenue,Kansas City,3rd,Jackson,,N,"4035 Spruce Ave, Kansas City, MO 64130, USA",KCMHA,"4035  Spruce Avenue
Kansas City, MO 64130.0
(39.051537, -94.534171)",4000.0,2019.0,Vineyard Northwest,,,JA31230091100000000,64130,,Residential Vacant,,Acquired,Kansas City Missouri 110,,7158.0,MO,,R-2.5,290950171004,39.051462,-94.533852,48,Vineyard Northwest,East,3
2625 LAWN AVE,KANSAS CITY,3rd,JACKSON,,N,"2625 Lawn Ave, Kansas City, MO 64127, USA",Land Bank,"2625 LAWN AVE
KANSAS CITY, MO 64127
(39.077322, -94.528803)",2300.0,2019.0,East Community Team South,,,JA28530291200000000,64127,,Residential Vacant,Vacant lot or land - little or no use,Acquired,KANSAS CITY MISSOURI 110,,4325.912083,MO,,R-2.5,290950034003,39.07723259999999,-94.5285571,30,East Community Team South,East,3
5311  WAYNE AVE,Kansas City,5th,Jackson,,N,"5311 Wayne Ave, Kansas City, MO 64110, USA",Land Bank,"5311  WAYNE AVE
Kansas City, MO 64110
(39.030154, -94.56627)",8000.0,2019.0,Blue Hills,,,JA30720140400000000,64110,,Residential Vacant,Vacant lot or land - little or no use,Acquired,KANSAS CITY MISSOURI 110,,4733.292292,MO,,R-6,290950075001,39.030163,-94.566075,119,Blue Hills,Metro,2
3017 Park Ave,Kansas City,3rd,Jackson,,N,"3017 Park Ave, Kansas City, MO 64109, USA",KCMHA,"3017 Park Ave
Kansas City, MO 64109
(39.071163, -94.556251)",12850.0,2019.0,Key Coalition,,,JA29710240800000000,64109,Public Purpose,Residential Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,09/27/2017,6676.411806,MO,,R-1.5,290950166002,39.0710849,-94.55591199999999,56,Key Coalition,Central,1
2300 LAWN AVE,KANSAS CITY,3rd,Jackson,,N,"2300 Lawn Ave, Kansas City, MO 64127, USA",Land Bank,"2300 LAWN AVE
KANSAS CITY, MO 64127
(39.083429, -94.528547)",360.0,2012.0,East Community Team South,,,JA28530050100000000,64127,Public Purpose,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,10/02/2014,4643.838958,MO,,R-2.5,290950034004,39.0834595,-94.5288649,30,East Community Team South,East,3
2116 E 44TH ST,Kansas City,3rd,Jackson,,N,"2116 E 44th St, Kansas City, MO 64130, USA",KCMHA,"2116 E 44TH ST
Kansas City, MO 64130.0
(39.046604, -94.559057)",12129.0,,Ivanhoe Southeast,,,30-610-05-19-00-0-00-000,64130,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,03/08/2017,7391.846181,MO,,R-2.5,290950063002,39.0467578,-94.5590259,54,Ivanhoe Southeast,Central,1
3816 E 59th Ter,Kansas City,5th,Jackson,,N,"3816 E 59th Terrace, Kansas City, MO 64130, USA",Land Bank,"3816 E 59th Ter
Kansas City, MO 64130
(39.017929, -94.540867)",7400.0,2019.0,Swope Parkway-Elmwood,,,JA46310012100000000,64130,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5072.59027778,MO,,R-6,290950079001,39.018165,-94.5408142,116,Swope Parkway-Elmwood,Metro,2
4732 E 44TH ST,KANSAS CITY,3rd,JACKSON,,Y,"4732 E 44th St, Kansas City, MO 64130, USA",Land Bank,"4732 E 44TH ST
KANSAS CITY, MO 64130
(39.044856, -94.52794)",4850.0,2019.0,Vineyard,,,JA31520123700000000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,18413.346285,MO,,R-2.5,290950171004,39.0449671,-94.5277071,49,Vineyard,East,3
5131 Norton Avenue,Kansas City,5th,Jackson,,N,"5131 Norton Ave, Kansas City, MO 64130, USA",KCMHA,"5131 Norton Avenue
Kansas City, MO 64130
(39.032068, -94.537519)",9050.0,2019.0,Mount Cleveland,,,JA31910121300000000,64130,Public Purpose,Residential Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,,,MO,,,290950078023,39.0320729,-94.53719799999999,114,Mount Cleveland,Metro,2
3522 Myrtle Avenue,Kansas City,3rd,Jackson,,N,"3522 Myrtle Ave, Kansas City, MO 64117, USA",Land Bank,"3522 Myrtle Avenue
Kansas City, MO 64117
(39.157139, -94.533064)",800.0,2019.0,Palestine East,,,JA31310031200000000,64117,Side Yard,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,1459.27944444,MO,,R-2.5,290950057002,39.061056,-94.53772200000002,62,Palestine East,East,3
4417 Agnes Ave,Kansas City,3rd,Jackson,,N,"4417 Agnes Ave, Kansas City, MO 64130, USA",Land Bank,"4417 Agnes Ave
Kansas City, MO 64130
(39.045426, -94.549533)",2850.0,2019.0,Oak Park Southwest,,,JA31420130600000000,64130,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5089.79732639,MO,,R-2.5,290950061003,39.045428,-94.549188,59,Oak Park Southwest,East,3
7320 Myrtle Ave,Kansas City,5th,Jackson,,N,"7320 Myrtle Ave, Kansas City, MO 64132, USA",Land Bank,"7320 Myrtle Ave
Kansas City, MO 64132
(38.992726, -94.540769)",18900.0,2019.0,Noble and Gregory Ridge,,,JA46440182600000000,64132,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,38535.378646,MO,,R-5,290950089001,38.992779,-94.54145899999999,126,Noble And Gregory Ridge,Metro,2
5123 HARDESTY AVE,Kansas City,5th,Jackson,,N,"Hardesty Ave, Kansas City, MO 64127, USA",Land Bank,"5123 HARDESTY AVE
Kansas City, MO 64127
(39.031355, -94.521846)",38891.0,2019.0,Brown Estates,,,JA31810020800000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,12399.941563,MO,,R-5,290950022001,39.0910439,-94.5194963,33,West Blue Valley,East,3
4110 E 51st Terrace,Kansas City,5th,Jackson,,N,"4110 E 51st Terrace, Kansas City, MO 64130, USA",KCMHA,"4110 E 51st Terrace
Kansas City, MO 64130
(39.032228, -94.536726)",15850.0,2019.0,Mount Cleveland,,,JA31910012000000000,64130,Public Purpose,Residential Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,,,MO,,,290950078023,39.032492,-94.536734,114,Mount Cleveland,Metro,2
631 Spruce Ave,Kansas City,3rd,Jackson,06/18/2014,N,"631 Spruce Ave, Kansas City, MO 64124, USA",KCMHA,"631 Spruce Ave
Kansas City, MO 64124
(39.104319, -94.531564)",3500.0,2019.0,Lykins,,,JA28220051800000000,64124,,Residential Vacant,Vacant lot or land - usable,Reserved,Kansas City Missouri 110,10/13/2020,3114.489583,MO,,R-2.5,290950019004,39.1043487,-94.53121089999999,17,Lykins,East,3
3916 SPRUCE AVE,KANSAS CITY,3rd,Jackson,,N,"3916 Spruce Ave, Kansas City, MO 64130, USA",Land Bank,"3916 SPRUCE AVE
KANSAS CITY, MO 64130
(39.05404, -94.534044)",5250.0,2019.0,Vineyard Northwest,,,JA31230073100000000,64130,Side Yard,Residential Vacant,Vacant lot or land - little or no use,Acquired,KANSAS CITY MISSOURI 110,,11126.3417708,MO,,R-2.5,290950171004,39.05406199999999,-94.534375,48,Vineyard Northwest,East,3
1715 Cypress Ave,Kansas City,3rd,Jackson,,N,"1715 Cypress Ave, Kansas City, MO 64127, USA",Land Bank,"1715 Cypress Ave
Kansas City, MO 64127
(39.090109, -94.530168)",23505.0,2019.0,East Community Team North,,,JA28520050700000000,64127,"Affordable Housing, Side Yard",Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3365.54059,MO,,R-2.5,290950023002,39.090166,-94.529856,29,East Community Team North,East,3
2123 Park Ave,Kansas City,3rd,Jackson,,N,"2123 Park Ave, Kansas City, MO 64127, USA",Land Bank,"2123 Park Ave
Kansas City, MO 64127
(39.086001, -94.555526)",953.0,2012.0,Wendell Phillips,,,JA29610310500000000,64127,"Assemblage, Infill construction",Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,05/16/2018,3558.601597,MO,,R-1.5,290950161002,39.085991,-94.555177,27,Wendell Phillips,Central,1
5652 Bales Ave,Kansas City,5th,Jackson,,N,"5652 Bales Ave, Kansas City, MO 64130, USA",Land Bank,"5652 Bales Ave
Kansas City, MO 64130
(39.022731, -94.545038)",7750.0,2019.0,North Town Fork Creek,,,JA31940062800000000,64130,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5294.95770833,MO,,R-2.5,290950079002,39.022811,-94.545344,118,North Town Fork Creek,Metro,2
4504 E 25th St,Kansas City,3rd,Jackson,10/03/2014,Y,"4504 E 25th St, Kansas City, MO 64127, USA",Land Bank,"4504 E 25th St
Kansas City, MO 64127
(39.080006, -94.53047)",1750.0,2019.0,East Community Team South,,,JA28530131900000000,64127,"Infill construction, Side Yard",Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3100.60816,MO,,R-2.5,290950034004,39.0801485,-94.5304759,30,East Community Team South,East,3
3440 OLIVE ST,Kansas City,3rd,Jackson,,N,"3440 Olive St, Kansas City, MO 64109, USA",Land Bank,"3440 OLIVE ST
Kansas City, MO 64130
(39.062877, -94.555515)",5700.0,2019.0,Key Coalition,,,JA29740302000000000,64109,Side Yard,Residential Vacant,Vacant lot or land - usable,Reserved,KANSAS CITY MISSOURI 110,,2548.4398260000003,MO,,R-1.5,290950054001,39.062886,-94.5557539,56,Key Coalition,Central,1
623 Ewing Ave,KANSAS CITY,4TH,JACKSON,,N,"623 Ewing Ave, Kansas City, MO 64125, USA",LAND BANK,"623 Ewing Ave
KANSAS CITY, MO 64124
(39.103757, -94.502787)",3850.0,2019.0,Sheffield,,,28-110-11-07-00-0-00-000,64125,,Residential Vacant,,ACQUIRED,KANSAS CITY MISSOURI 110,,3414.25,MO,,R-2.5,290950020001,39.103741,-94.502493,21,Sheffield,East,3
4117 E 16TH CT,KANSAS CITY,3rd,Jackson,,N,"4117 E 16th Ct, Kansas City, MO 64127, USA",Land Bank,"4117 E 16TH CT
KANSAS CITY, MO 64127
(39.091608, -94.533541)",8750.0,2019.0,East Community Team North,,,JA28340363600000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5538.64524306,MO,,R-5,290950023001,39.0914503,-94.5335659,29,East Community Team North,East,3
3740 Benton Blvd,Kansas City,3rd,Jackson,,N,"3740 Benton Blvd, Kansas City, MO 64128, USA",Land Bank,"3740 Benton Blvd
Kansas City, MO 64128
(39.057375, -94.546607)",2600.0,2019.0,Oak Park Northwest,,,JA31320232300000000,64128,Affordable Housing,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4610.093333,MO,,R-2.5,290950056021,39.0573308,-94.5469907,58,Oak Park Northwest,East,3
2529 Spruce Ave,Kansas City,3rd,Jackson,,N,"2529 Spruce Ave, Kansas City, MO 64127, USA",Land Bank,"2529 Spruce Ave
Kansas City, MO 64127
(39.079081, -94.532913)",3050.0,2019.0,East Community Team South,,,JA28530221300000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,6147.98673611,MO,,R-2.5,290950034004,39.078972,-94.53260999999999,30,East Community Team South,East,3
6400 E 12th St,Kansas City,4th,Jackson,,N,"6400 E 12th St, Kansas City, MO 64126, USA",Land Bank,"6400 E 12th St
Kansas City, MO 64126
(39.097456, -94.50751)",20500.0,2019.0,Sheffield,,,JA28120370700000000,64126,,Commercial Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,5371.103193999999,MO,,B3-2,290950020002,39.0977125,-94.5074166,21,Sheffield,East,3
3119 E 72nd St,Kansas City,5th,Jackson,,N,"3119 E 72nd St, Kansas City, MO 64132, USA",Land Bank,"3119 E 72nd St
Kansas City, MO 64132
(38.995921, -94.550657)",3850.0,2019.0,Noble and Gregory Ridge,,,JA46430140200000000,64132,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,2629.37704861,MO,,R-5,290950089002,38.9957979,-94.5506637,126,Noble And Gregory Ridge,Metro,2
4102 E 9TH ST,Kansas City,3rd,Jackson,,Y,"4102 E 9th St, Kansas City, MO 64124, USA",Land Bank,"4102 E 9TH ST
Kansas City, MO 64124
(39.101967, -94.534228)",1942.0,2018.0,Lykins,,,JA28310201300000000,64124,Affordable Housing,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,06/06/2018,3018.92375,MO,,R-2.5,290950019004,39.1022123,-94.5342215,17,Lykins,East,3
2012 Manchester Tfwy,Kansas City,3rd,Jackson,,N,"Manchester Tfwy, Kansas City, MO 64132, USA",Land Bank,"2012 Manchester Tfwy
Kansas City, MO 64126
(39.085337, -94.492592)",100.0,2019.0,Western Blue Township,,,JA27410142102000000,64132,Industrial Use,Industrial Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,482.415492,MO,,M1-5,290950096001,38.988155,-94.5365278,130,Marlborough East,Metro,2
3407 Olive St,KANSAS CITY,3rd,JACKSON,,N,"3407 Olive St, Kansas City, MO 64109, USA",Land Bank,"3407 Olive St
KANSAS CITY, MO 64109.0
(39.064202, -94.55544)",9050.0,2019.0,Key Coalition,,,JA29740310500000000,64109,,RESIDENTIAL VACANT,Vacant lot or land - little or no use,Reserved,KANSAS CITY MISSOURI 110,,4024.74,MO,,R-1.5,290950054001,39.064163,-94.55509599999999,56,Key Coalition,Central,1
3917 MERSINGTON AVE,Kansas City,3rd,Jackson,,N,"3917 Mersington Ave, Kansas City, MO 64130, USA",Land Bank,"3917 MERSINGTON AVE
Kansas City, MO 64130
(39.054222, -94.538493)",2050.0,2019.0,Vineyard Northwest,,,JA31340030900000000,64130,Side Yard,Residential Vacant,Vacant lot or land - little or no use,Acquired,KANSAS CITY MISSOURI 110,,3627.941875,MO,,R-2.5,290950060001,39.05431,-94.538213,48,Vineyard Northwest,East,3
2013 Montgall Ave,Kansas City,3rd,Jackson,,N,"2013 Montgall Ave, Kansas City, MO 64127, USA",KCMHA,"2013 Montgall Ave
Kansas City, MO 64127
(39.087514, -94.550829)",1702.0,2012.0,Washington Wheatley,,,JA28420201800000000,64127,"Assemblage, Public Purpose",Residential Vacant,Vacant lot or land - little or no use,Disposed,Kansas City Missouri 110,04/10/2019,4669.139201,MO,,R-2.5,290950160002,39.087547,-94.55050399999999,28,Washington Wheatley,East,3
11404 Herrick Ave,Kansas City,6th,Jackson,01/09/2014,N,"11404 Herrick Ave, Kansas City, MO 64134, USA",Land Bank,"11404 Herrick Ave
Kansas City, MO 64134
(38.915889, -94.496604)",17195.0,2019.0,Ruskin Heights,,,JA63340200300000000,64134,,Residential Vacant,Vacant lot or land - usable,Acquired,Hickman Mills 140,,9732.660729000001,MO,,R-7.5,290950132033,38.915958,-94.49689599999999,171,Ruskin Heights,South,5
2511 Hardesty Ave,Kansas City,3rd,Jackson,,N,"2511 Hardesty Ave, Kansas City, MO 64127, USA",Land Bank,"2511 Hardesty Ave
Kansas City, MO 64127
(39.079205, -94.520112)",2600.0,2019.0,South Blue Valley,,,JA28540180600000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4675.47590278,MO,,R-2.5,290950034001,39.0792026,-94.51979089999999,31,South Blue Valley,East,3
407 N LAWNDALE AVE,KANSAS CITY,4th,JACKSON,,N,"407 N Lawndale Ave, Kansas City, MO 64123, USA",Land Bank,"407 N LAWNDALE AVE
KANSAS CITY, MO 64123
(39.116275, -94.514951)",2322.0,2015.0,North Indian Mound,,,JA13810131500000000,64123,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,02/28/2017,5453.754132,MO,,R-2.5,290950155002,39.116264,-94.514646,19,North Indian Mound,East,3
5613 E 36th St,Kansas City,3rd,Jackson,,N,"5613 E 36th St S, Kansas City, MO 64128, USA",Land Bank,"5613 E 36th St
Kansas City, MO 64128
(39.05989, -94.517296)",838.0,2012.0,Dunbar,,,JA31210090500000000,64128,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,07/30/2015,6028.765868,MO,,R-2.5,290950058013,39.059608,-94.517338,66,Dunbar,East,3
2017 Montgall Ave,Kansas City,3rd,Jackson,03/05/2014,N,"2017 Montgall Ave, Kansas City, MO 64127, USA",KCMHA,"2017 Montgall Ave
Kansas City, MO 64127
(39.087333, -94.55084)",1276.0,2012.0,Washington Wheatley,,,JA28420202000000000,64127,"Assemblage, Public Purpose",Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,04/10/2019,3666.6109030000002,MO,,R-2.5,290950160002,39.0873327,-94.55058919999999,28,Washington Wheatley,East,3
4224 E 60th Ter,Kansas City,5th,Jackson,,N,"4224 E 60th Terrace, Kansas City, MO 64130, USA",Land Bank,"4224 E 60th Ter
Kansas City, MO 64130
(39.016053, -94.536178)",5300.0,2019.0,Swope Parkway-Elmwood,,,JA46220102200000000,64130,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3604.9130210000003,MO,,R-2.5,290950078021,39.016266,-94.536177,116,Swope Parkway-Elmwood,Metro,2
3219 Bellefontaine Ave,Kansas City,3rd,Jackson,,N,"3219 Bellefontaine Ave, Kansas City, MO 64128, USA",Land Bank,"3219 Bellefontaine Ave
Kansas City, MO 64128
(39.067069, -94.547296)",2553.0,2012.0,Oak Park Northwest,,,JA28930112500000000,64128,"Side Yard, Urban Agriculture",Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,11/10/2015,10206.229792,MO,,R-2.5,290950056012,39.067015,-94.54699099999999,58,Oak Park Northwest,East,3
1301 E. 5th Street,Kansas City,4th,Jackson,,N,"1301 E 5th St, Kansas City, MO 64106, USA",KCMHA,"1301 E. 5th Street
Kansas City, MO 64106.0
(39.110811, -94.566362)",,,Columbus Park,,,JA12730160202000000,64106,Assemblage,Residential Vacant,,Disposed,Kansas City Missouri 110,04/08/2016,14056.0,MO,,B3-2,290950003001,39.110602,-94.56635999999999,14,Columbus Park,Central,1
3212 Lister Ave,Kansas City,3rd,Jackson,,N,"3212 Lister Ave, Kansas City, MO 64128, USA",Land Bank,"3212 Lister Ave
Kansas City, MO 64128
(39.066661, -94.528904)",1702.0,2012.0,Knoches Park,,,JA28830141900000000,64128,Side Yard,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,10/23/2015,4155.364306,MO,,R-2.5,290950058013,39.0666391,-94.5291955,64,Knoches Park,East,3
4404  Elmwood Avenue,Kansas City,3rd,Jackson,,N,"4404 Elmwood Ave, Kansas City, MO 64130, USA",KCMHA,"4404  Elmwood Avenue
Kansas City, MO 64130.0
(39.045349, -94.531029)",3900.0,2019.0,Vineyard Northwest,,,JA31520102500000000,64130,,Residential Vacant,,Acquired,Kansas City Missouri 110,,6953.0,MO,,R-2.5,290950171004,39.045357,-94.53135900000001,48,Vineyard Northwest,East,3
5924 Lister Ave,Kansas City,5th,Jackson,,N,"5924 Lister Ave, Kansas City, MO 64130, USA",Land Bank,"5924 Lister Ave
Kansas City, MO 64130
(39.01747, -94.53065)",7650.0,2019.0,Swope Parkway-Elmwood,,,JA46220032600000000,64130,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,5245.542188,MO,,R-2.5,290950078021,39.017497,-94.531036,116,Swope Parkway-Elmwood,Metro,2
3403  COLLEGE AVE,Kansas City,3rd,Jackson,10/28/2014,Y,"3403 College Ave, Kansas City, MO 64128, USA",Land Bank,"3403  COLLEGE AVE
Kansas City, MO 64128
(39.063982, -94.545068)",1700.0,2019.0,Oak Park Northwest,,,JA28930250500000000,64128,"Affordable Housing, Side Yard",Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,3007.889618,MO,,R-2.5,290950056012,39.06399589999999,-94.5448152,58,Oak Park Northwest,East,3
4406 FLORA AVE,Kansas City,3rd,Jackson,,N,"4406 Flora Ave, Kansas City, MO 64110, USA",Land Bank,"4406 FLORA AVE
Kansas City, MO 64130
(39.046632, -94.566847)",46586.0,2015.0,Vineyard,,,JA30620132502000000,64110,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,01/27/2017,15027.826700999998,MO,,R-2.5,290950063002,39.046645,-94.567168,53,Ivanhoe Southwest,Central,1
2545 Brighton Ave,Kansas City,3rd,Jackson,,N,"2545 Brighton Ave, Kansas City, MO 64127, USA",Land Bank,"2545 Brighton Ave
Kansas City, MO 64127
(39.078121, -94.524779)",319.0,2012.0,East Community Team South,,,JA28540092900000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,06/20/2019,4205.375278,MO,,R-2.5,290950034002,39.078119,-94.52448799999999,30,East Community Team South,East,3
3015 E 31st ST,KANSAS CITY,3RD,JACKSON,,N,"3015 E 31st St, Kansas City, MO 64128, USA",LAND BANK,"3015 E 31st ST
KANSAS CITY, MO 64109
(39.069667, -94.547358)",2500.0,2019.0,Santa Fe,,,28-930-02-11-00-0-00-000,64128,,Commercial Vacant,,ACQUIRED,KANSAS CITY MISSOURI 110,,4505.24,MO,,B3-2,290950056012,39.0694601,-94.5473935,57,Santa Fe,East,3
3227 Charlotte St,Kansas City,4th,Jackson,,N,"3227 Charlotte St, Kansas City, MO 64109, USA",Land Bank,"3227 Charlotte St
Kansas City, MO 64109
(39.067634, -94.575547)",96.0,2012.0,North Hyde Park,,,JA29840153300000000,64109,,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,08/27/2014,414.455938,MO,,R-2.5,290950178003,39.0675561,-94.57535949999999,76,North Hyde Park,Central,1
2838 Raytown Rd,Kansas City,3rd,Jackson,,N,"2838 Raytown Rd, Kansas City, MO 64128, USA",Land Bank,"2838 Raytown Rd
Kansas City, MO 64128
(39.073311, -94.524701)",4850.0,2019.0,East Community Team South,,,JA28810190600000000,64128,Assemblage,Commercial Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,10659.0809722,MO,,B3-2,290950164002,39.073101,-94.52481600000002,30,East Community Team South,East,3
3021 E 22nd St,Kansas City,3rd,Jackson,,N,"3021 E 22nd St, Kansas City, MO 64127, USA",Land Bank,"3021 E 22nd St
Kansas City, MO 64127
(39.085457, -94.546562)",1447.0,2012.0,Washington Wheatley,,,JA28420420400000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,12/19/2017,3915.971493,MO,,R-2.5,290950160002,39.0851619,-94.54647,28,Washington Wheatley,East,3
3509 E 34th St,Kansas City,3rd,Jackson,,N,"3509 E 34th St, Kansas City, MO 64128, USA",Land Bank,"3509 E 34th St
Kansas City, MO 64128
(39.064097, -94.542124)",2250.0,2019.0,Palestine West And Oak Park Northeast,,,JA28940210300000000,64128,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4003.69378472,MO,,R-2.5,290950057004,39.063905,-94.542125,61,Palestine West And Oak Park Northeast,East,3
3129 ELMWOOD AVE,Kansas City,3rd,Jackson,12/03/2015,Y,"3129 Elmwood Ave, Kansas City, MO 64128, USA",Land Bank,"3129 ELMWOOD AVE
Kansas City, MO 64127
(39.068034, -94.529901)",2400.0,2019.0,Knoches Park,2.0,,JA28830051200000000,64128,"Assemblage, Side Yard",Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,4243.026424000001,MO,684.0,R-2.5,290950058013,39.06806580000001,-94.5297006,64,Knoches Park,East,3
5601 E 36TH TER,Kansas City,3rd,Jackson,12/24/2014,Y,"5601 E 36th Terrace, Kansas City, MO 64128, USA",Land Bank,"5601 E 36TH TER
Kansas City, MO 64128
(39.05904, -94.518315)",11810.0,2014.0,Dunbar,,,JA31210101400000000,64128,"Assemblage, Urban Agriculture",Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,02/04/2016,10491.965417,MO,,R-2.5,290950058013,39.058715,-94.51863670000002,66,Dunbar,East,3
3614 Thompson Ave,Kansas City,4th,Jackson,,N,"3614 Thompson Ave, Kansas City, MO 64124, USA",Land Bank,"3614 Thompson Ave
Kansas City, MO 64124
(39.107691, -94.53807)",2611.0,2012.0,Scarritt Point,,,JA13940271900000000,64124,Infill construction,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,08/28/2018,3844.96691,MO,,R-2.5,290950009002,39.107944,-94.538061,18,Scarritt Point,East,3
3833 E 69th Ter,Kansas City,5th,Jackson,,N,"3833 E 69 Terrace, Kansas City, MO 64132, USA",Land Bank,"3833 E 69th Ter
Kansas City, MO 64132
(39.000378, -94.541772)",9300.0,2019.0,Foxtown East,,,JA46410280200000000,64132,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,6365.628194,MO,,R-5,290950088004,39.0002895,-94.5422555,125,Foxtown East,Metro,2
5010 E 26th St,Kansas City,3rd,Jackson,,N,"5010 E 26th St, Kansas City, MO 64127, USA",Land Bank,"5010 E 26th St
Kansas City, MO 64127
(39.077983, -94.524212)",1650.0,2019.0,East Community Team South,,,JA28540093000000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,2921.15996528,MO,,R-2.5,290950034002,39.0781616,-94.5242251,30,East Community Team South,East,3
2101 Montgall Ave,Kansas City,3rd,Jackson,,N,"2101 Montgall Ave, Kansas City, MO 64127, USA",Land Bank,"2101 Montgall Ave
Kansas City, MO 64127
(39.086513, -94.550889)",3300.0,2019.0,Washington Wheatley,,,JA28420360200000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4396.821181,MO,,R-2.5,290950160002,39.0864869,-94.55056169999999,28,Washington Wheatley,East,3
5034 WALROND AVE,Kansas City,3rd,Jackson,,N,"5034 Walrond Ave, Kansas City, MO 64130, USA",KCMHA,"5034 WALROND AVE
Kansas City, MO 64130.0
(39.034036, -94.547783)",20980.0,2019.0,North Town Fork Creek,,,31-430-21-22-00-0-00-000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,4848.31566,MO,,R-2.5,290950077001,39.0340496,-94.5480381,118,North Town Fork Creek,Metro,2
