Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address,City,State,Postal Code,County,Neighborhood,Council District,Sold Date,School District,Potential Use,Demo Needed,Market Value Year,Market Value,Square Footage,Property Condition,Structure Square Footage,Number of Bedrooms,Number of Full Baths,Date evaluated,Location 1
JA31310132600000000,Residential Vacant,Acquired,Land Bank,R-2.5,3640 Mersington Ave,Kansas City,MO,64128,Jackson,Palestine East,3rd,,Kansas City Missouri 110,,Y,2019,2700,4850.407986,Vacant lot or land - little or no use,,,1,07/25/2014,"3640 Mersington Ave
Kansas City, MO 64128
(39.059042, -94.538421)"
JA45330012700000000,Residential Vacant,Reserved,Land Bank,R-7.5,7922 E 66TH ST,Kansas City,MO,64126,Jackson,East Swope Highlands,5th,,RAYTOWN 150,Affordable Housing,N,2019,21714,103271.600833,Vacant lot or land - usable,,,,,"7922 E 66TH ST
Kansas City, MO 64126
(39.004605, -94.494084)"
JA28720050900000000,Residential Vacant,Acquired,Land Bank,R-2.5,2840 BELLAIRE AVE,KANSAS CITY,MO,64129,JACKSON,South Blue Valley,3rd,,KANSAS CITY MISSOURI 110,,N,2019,4700,3127.133125,Vacant lot or land - usable,,,,,"2840 BELLAIRE AVE
KANSAS CITY, MO 64129
(39.073363, -94.514688)"
JA14940171600000000,Residential Vacant,Acquired,Land Bank,R-2.5,8614 Smart Ave,Kansas City,MO,64125,Jackson,North Blue Ridge,4th,,Kansas City Missouri 110,,N,2019,6200,4147.135417,Vacant lot or land - little or no use,,,,,"8614 Smart Ave
Kansas City, MO 64125
(39.106374, -94.481219)"
JA29720221800000000,Residential Vacant,Disposition in Process,Land Bank,R-1.5,1410 E 30TH ST,KANSAS CITY,MO,64109,JACKSON,Mount Hope,3rd,,KANSAS CITY MISSOURI 110,Assemblage,N,2019,9700,3269.670799,Vacant lot or land - usable,,,,,"1410 E 30TH ST
KANSAS CITY, MO 64109
(39.072113, -94.565944)"
JA46610070100000000,Residential Vacant,Acquired,Land Bank,R-7.5,6901 Scenic Dr,Kansas City,MO,64133,Jackson,East Swope Highlands,5th,,Raytown 150,,N,2019,5550,4158.564306,Vacant lot or land - little or no use,,,,,"6901 Scenic Dr
Kansas City, MO 64133
(38.999498, -94.500919)"
JA30110171600000000,Residential Vacant,Disposed,Land Bank,R-2.5,3731  WABASH AVE,Kansas City,MO,64128,Jackson,Ivanhoe Northeast,3rd,11/17/2016,KANSAS CITY MISSOURI 110,Assemblage,N,2014,2850,3814.890382,Vacant lot or land - usable,,,,,"3731  WABASH AVE
Kansas City, MO 64128
(39.058168, -94.554599)"
JA28520202000000000,Residential Vacant,Disposed,Land Bank,R-2.5,1906 POPLAR AVE,KANSAS CITY,MO,64127,Jackson,East Community Team North,3rd,06/10/2019,KANSAS CITY MISSOURI 110,"Assemblage, Infill construction",N,2019,476,6304.929167,Vacant lot or land - usable,,,,03/21/2014,"1906 POPLAR AVE
KANSAS CITY, MO 64127
(39.088212, -94.524898)"
JA30230282102000000,Residential Vacant,Acquired,Land Bank,R2b,4038 A McGee St,Kansas City,MO,64111-1607,Jackson,Southmoreland,4th,,Kansas City Missouri 110,Side Yard,N,2019,3000,613,Vacant lot or land - usable,,,,,"4038 A McGee St
Kansas City, MO 64111-1607
(39.052648, -94.582835)"
JA50930010300000000,Residential Vacant,Acquired,Land Bank,R-7.5,7708 E 103RD TER,Kansas City,MO,64134,Jackson,Hickman Mills South,6th,,HICKMAN MILLS 140,"Infill construction, Urban Agriculture",Y,2019,14150,15057.440833,Vacant lot or land - usable,,,,05/02/2014,"7708 E 103RD TER
Kansas City, MO 64134
(38.937017, -94.499743)"
JA29710260400000000,Residential Vacant,Disposed,Land Bank,R-1.5,2501 E 30th St,Kansas City,MO,64128,Jackson,Key Coalition,3rd,09/08/2014,Kansas City Missouri 110,Assemblage,N,2012,370,2512.495868,Vacant lot or land - usable,,,,,"2501 E 30th St
Kansas City, MO 64128
(39.071698, -94.553739)"
JA29610241500000000,Residential Vacant,Disposed,Land Bank,R-1.5,2026 OLIVE ST,KANSAS CITY,MO,64127,Jackson,Wendell Phillips,3rd,05/16/2018,KANSAS CITY MISSOURI 110,"Assemblage, Infill construction",N,2012,1009,3708.985764,Vacant lot or land - usable,,,,03/11/2014,"2026 OLIVE ST
KANSAS CITY, MO 64127
(39.087016, -94.554323)"
JA28520440300000000,Residential Vacant,Acquired,Land Bank,R-2.5,4213 E 22nd St,Kansas City,MO,64127,Jackson,East Community Team North,3rd,,Kansas City Missouri 110,Assemblage,N,2019,2700,4815.54461806,Vacant lot or land - usable,,,,,"4213 E 22nd St
Kansas City, MO 64127
(39.085516, -94.533038)"
JA29740251000000000,Residential Improved,Disposed,Land Bank,R-1.5,3429 Woodland Ave,Kansas City,MO,64109,Jackson,Key Coalition,3rd,09/24/2018,Kansas City Missouri 110,Affordable Housing,N,2012,12195,6722.942257,Structure - severely distressed,,,1,,"3429 Woodland Ave
Kansas City, MO 64109
(39.063639, -94.562431)"
JA28840070201000000,Residential Vacant,Acquired,Land Bank,R-2.5,3211 Hardesty,Kansas City,MO,99999,Jackson,Boulevard Village,3rd,,Kansas City Missouri 110,,N,2019,63038,322003.376181,Vacant lot or land - usable,,,,01/09/2014,"3211 Hardesty
Kansas City, MO 99999
(39.065498, -94.520751)"
JA31320201500000000,Residential Vacant,Acquired,Land Bank,R-2.5,3742 South Benton Ave,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,,Kansas City Missouri 110,"Assemblage, Side Yard",Y,2019,2400,4279.512118,Vacant lot or land - usable,,,,03/25/2015,"3742 South Benton Ave
Kansas City, MO 64128
(39.057255, -94.550028)"
JA13840300800000000,Residential Vacant,Disposed,Land Bank,R-2.5,323 Drury Ave,Kansas City,MO,64123,Jackson,South Indian Mound,4th,09/05/2019,Kansas City Missouri 110,Side Yard,N,2018,2594,6572.991944,Vacant lot or land - usable,,,,,"323 Drury Ave
Kansas City, MO 64123
(39.109733, -94.517665)"
JA28120281500000000,Residential Vacant,Disposed,Land Bank,R-2.5,6201 E 10th St,Kansas City,MO,64126,Jackson,Sheffield,4th,07/18/2017,Kansas City Missouri 110,Side Yard,N,2012,2525,5302.692083,Vacant lot or land - little or no use,,,,,"6201 E 10th St
Kansas City, MO 64126
(39.100231, -94.509671)"
30-620-06-09-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-1.5,4319 TRACY AVE,Kansas City,MO,64110.0,Jackson,Manheim Park,3rd,11/30/2015,KANSAS CITY MISSOURI 110,Public Purpose,N,,414,3985.433819,Vacant lot or land - usable,,,,,"4319 TRACY AVE
Kansas City, MO 64110.0
(39.048011, -94.570055)"
JA31340200500000000,Residential Vacant,Disposed,Land Bank,R-2.5,4111 Monroe Ave,Kansas City,MO,64130,Jackson,Oak Park Southeast,3rd,07/09/2018,Kansas City Missouri 110,Side Yard,N,2012,1872,6049.251979,Vacant lot or land - usable,,,,,"4111 Monroe Ave
Kansas City, MO 64130
(39.050935, -94.541301)"
JA29710240400000000,Residential Vacant,Reserved,KCMHA,R-1.5,3005 PARK AVE,KANSAS CITY,MO,64109,Jackson,Key Coalition,3rd,,KANSAS CITY MISSOURI 110,"Assemblage, Public Purpose, Side Yard",N,2019,11200,5379.464653,Vacant lot or land - usable,,,,,"3005 PARK AVE
KANSAS CITY, MO 64109
(39.071495, -94.556232)"
JA28430381800000000,Commercial Vacant,Acquired,Land Bank,B3-2,2643 Agnes Ave,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,,Kansas City Missouri 110,Side Yard,N,2019,1950,3450.156285,Vacant lot or land - usable,,,,,"2643 Agnes Ave
Kansas City, MO 64127
(39.077254, -94.547821)"
JA28520240600000000,Residential Vacant,Acquired,Land Bank,R-2.5,1911 Cypress Ave,Kansas City,MO,64127,Jackson,East Community Team North,3rd,,Kansas City Missouri 110,"Affordable Housing, Side Yard",N,2019,1850,3314.596563,Vacant lot or land - usable,,,,,"1911 Cypress Ave
Kansas City, MO 64127
(39.088177, -94.530335)"
JA46420031400000000,Residential Vacant,Acquired,Land Bank,R-5,3110 E 68TH ST,KANSAS CITY,MO,64132,JACKSON,Self Help Neighborhood Council,5th,,KANSAS CITY MISSOURI 110,,N,2019,10750,5030.268993,Vacant lot or land - usable,,,,,"3110 E 68TH ST
KANSAS CITY, MO 64132
(39.003151, -94.550098)"
30-130-12-35-00-0-00-000,Residential Vacant,Reserved,KCMHA,R-1.5,4004 PASEO BLVD,Kansas City,MO,64110.0,Jackson,Manheim Park,3rd,,KANSAS CITY MISSOURI 110,Public Purpose,N,2019,8350,3716.424757,Vacant lot or land - little or no use,,,,01/02/2014,"4004 PASEO BLVD
Kansas City, MO 64110.0
(39.053891, -94.567597)"
JA28510060200000000,Residential Vacant,Acquired,Land Bank,R-2.5,2001 DRURY AVE,Kansas City,MO,64127,Jackson,Central Blue Valley And Park Tower Gardens,3rd,,KANSAS CITY MISSOURI 110,Side Yard,N,2019,3150,5634.72013889,Vacant lot or land - little or no use,,,,,"2001 DRURY AVE
Kansas City, MO 64127
(39.086748, -94.51859)"
JA29730154900000000,Residential Vacant,Disposed,Land Bank,R-1.5,3428 WOODLAND AVE,Kansas City,MO,64124,Jackson,Linwood Homeowners-Ivanhoe,3rd,05/18/2017,KANSAS CITY MISSOURI 110,Side Yard,N,2015,1117,4365.983438,Vacant lot or land - usable,,,,,"3428 WOODLAND AVE
Kansas City, MO 64124
(39.0638, -94.562426)"
JA31430123800000000,RESIDENTIAL VACANT,ACQUIRED,Land Bank,R-2.5,4925 Montgall Ave.,KANSAS CITY,MO,64130.0,JACKSON,North Town Fork Creek,3rd,,KANSAS CITY MISSOURI 110,,N,2019,6550,6201.21,Awaiting evaluation,,,,,"4925 Montgall Ave.
KANSAS CITY, MO 64130.0
(39.036237, -94.553311)"
JA31330031600000000,Residential Vacant,Acquired,Land Bank,R-2.5,3941 Bellefontaine Ave,Kansas City,MO,64130,Jackson,Oak Park Southwest,3rd,,Kansas City Missouri 110,Side Yard,N,2019,2500,4484.12888889,Vacant lot or land - usable,,,,,"3941 Bellefontaine Ave
Kansas City, MO 64130
(39.053741, -94.547976)"
30-140-19-11-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-2.5,4123 PARK AVE,Kansas City,MO,64130.0,Jackson,Ivanhoe Southeast,3rd,,KANSAS CITY MISSOURI 110,,N,2019,11450,5457.75538194,Vacant lot or land - usable,,,,,"4123 PARK AVE
Kansas City, MO 64130.0
(39.051091, -94.557286)"
JA30140271600000000,Residential Improved,Acquired,Land Bank,R-2.5,4237 EUCLID AVE,Kansas City,MO,64130,Jackson,Ivanhoe Southeast,3rd,,KANSAS CITY MISSOURI 110,,N,2019,17826,6702.741528,Structure - severely distressed,,,1,,"4237 EUCLID AVE
Kansas City, MO 64130
(39.048927, -94.560901)"
JA28520220200000000,RESIDENTIAL VACANT,ACQUIRED,Land Bank,R-2.5,1901 Lawn,KANSAS CITY,MO,64127.0,JACKSON,East Community Team North,3rd,,KANSAS CITY MISSOURI 110,,N,2019,3400,6553.04,Awaiting evaluation,,,,,"1901 Lawn
KANSAS CITY, MO 64127.0
(39.088406, -94.528074)"
JA28110121100000000,Residential Improved,Disposed,Land Bank,R-2.5,824  EWING AVE,Kansas City,MO,64125,Jackson,Sheffield,4th,08/06/2015,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,22608,6487.371076,Structure - fair condition,1100,3,1,02/11/2015,"824  EWING AVE
Kansas City, MO 64125
(39.101264, -94.502905)"
30-110-02-12-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-1.5,3537 OLIVE ST,Kansas City,MO,64109.0,Jackson,Ivanhoe Northeast,3rd,11/07/2016,KANSAS CITY MISSOURI 110,Urban Agriculture,N,,12100,5066.92316,Vacant lot or land - usable,,,,,"3537 OLIVE ST
Kansas City, MO 64109.0
(39.061642, -94.555586)"
JA29640161900000000,Residential Vacant,Reserved,KCMHA,R-1.5,2451 Brooklyn Ave,Kansas City,MO,64127,Jackson,Wendell Phillips,3rd,09/13/2016,Kansas City Missouri 110,"Assemblage, Commercial Use, Infill construction",Y,2019,12100,6166.795903,Vacant lot or land - usable,,,,03/31/2014,"2451 Brooklyn Ave
Kansas City, MO 64127
(39.08131, -94.556917)"
JA46410040600000000,Residential Vacant,Acquired,Land Bank,R-5,6719 Askew Ave,Kansas City,MO,64132,Jackson,Self Help Neighborhood Council,5th,,Kansas City Missouri 110,,N,2019,10300,7038.844236,Vacant lot or land - usable,,,,,"6719 Askew Ave
Kansas City, MO 64132
(39.004056, -94.544959)"
JA29740211500000000,Residential Vacant,Disposed,Land Bank,R-2.5,3331 Garfield Ave,Kansas City,MO,64109,Jackson,Key Coalition,3rd,07/03/2014,Kansas City Missouri 110,Side Yard,N,2012,17626,4175.345694,Vacant lot or land - usable,,,,,"3331 Garfield Ave
Kansas City, MO 64109
(39.065286, -94.558869)"
JA46930111500000000,Residential Vacant,Acquired,Land Bank,R-6,8022 South Benton St,Kansas City,MO,64132,Jackson,Marlborough East,5th,,Center 120,,N,2019,10950,5838.882361,Vacant lot or land - little or no use,,,,,"8022 South Benton St
Kansas City, MO 64132
(38.980936, -94.554249)"
JA29710132700000000,Residential Vacant,Reserved,KCMHA,R-1.5,2928 OLIVE ST,KANSAS CITY,MO,64109,JACKSON,Key Coalition,3rd,04/16/2019,KANSAS CITY MISSOURI 110,,N,2019,8850,4178.121354,Vacant lot or land - little or no use,,,,,"2928 OLIVE ST
KANSAS CITY, MO 64109
(39.072419, -94.555031)"
JA31410050900000000,Residential Vacant,Acquired,Land Bank,R-2.5,4325 MONROE AVE,KANSAS CITY,MO,64130,Jackson,Oak Park Southeast,3rd,,KANSAS CITY MISSOURI 110,"Side Yard, Urban Agriculture",N,2019,4900,10530.467882,Vacant lot or land - usable,,,,04/01/2014,"4325 MONROE AVE
KANSAS CITY, MO 64130
(39.046886, -94.541337)"
JA28440160300000000,Residential Improved,Disposed,Land Bank,R-2.5,2456  CLEVELAND AVE,Kansas City,MO,64127,Jackson,East Community Team South,3rd,05/23/2016,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,23430,4261.487569,Structure - fair condition,,,2,12/16/2014,"2456  CLEVELAND AVE
Kansas City, MO 64127
(39.080555, -94.53851)"
JA28910112400000000,Residential Improved,Evaluation in Process,Land Bank,R-2.5,2842 MONROE AVE,Kansas City,MO,64128,Jackson,Ingleside,3rd,,KANSAS CITY MISSOURI 110,Affordable Housing,N,2019,18986,3664.618194,Structure - fair condition,616,1,1,12/08/2015,"2842 MONROE AVE
Kansas City, MO 64128
(39.073309, -94.540024)"
JA13940290800000000,Residential Vacant,Disposed,Land Bank,R-2.5,439 MYRTLE AVE,KANSAS CITY,MO,64124,JACKSON,Scarritt Point,4th,08/28/2018,KANSAS CITY MISSOURI 110,Assemblage,N,2015,4595,9168.34441,Awaiting evaluation,,,,,"439 MYRTLE AVE
KANSAS CITY, MO 64124
(39.107752, -94.535246)"
JA28810112000000000,Residential Vacant,Acquired,Land Bank,R-2.5,5622 A E 28TH ST,KANSAS CITY,MO,64128,Jackson,South Blue Valley,3rd,,KANSAS CITY MISSOURI 110,,N,2019,2500,4500.171215,Vacant lot or land - little or no use,,,,,"5622 A E 28TH ST
KANSAS CITY, MO 64128
(39.074492, -94.516763)"
30-640-22-24-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-6,4915 BROOKLYN AVE,Kansas City,MO,64130.0,Jackson,Blue Hills,3rd,,KANSAS CITY MISSOURI 110,,N,2019,9400,5559.45569444,Vacant lot or land - usable,,,,,"4915 BROOKLYN AVE
Kansas City, MO 64130.0
(39.036976, -94.559218)"
JA49710122300000000,Residential Vacant,Acquired,Land Bank,R-7.5,10208 Blue Ridge Boulevard,Kansas City,MO,64134,Jackson,Fairlane,5th,,Hickman Mills 140,,N,2019,12200,9379.988299,Vacant lot or land - little or no use,,,,01/02/2014,"10208 Blue Ridge Boulevard
Kansas City, MO 64134
(38.940097, -94.508555)"
JA28530153401200000,RESIDENTIAL VACANT,ACQUIRED,Land Bank,R-2.5,2527 Lawn Ave,KANSAS CITY,MO,64127.0,JACKSON,East Community Team South,3rd,,KANSAS CITY MISSOURI 110,,N,2019,5450,12347.7,Awaiting evaluation,,,,,"2527 Lawn Ave
KANSAS CITY, MO 64127.0
(39.078774, -94.52875)"
JA28830230900000000,Residential Improved,Disposed,Land Bank,R-5,3431 JACKSON AVE,KANSAS CITY,MO,64128,JACKSON,Knoches Park,3rd,05/31/2017,KANSAS CITY MISSOURI 110,Affordable Housing,N,2015,26190,5358.151632,Structure - fair condition,,,,,"3431 JACKSON AVE
KANSAS CITY, MO 64128
(39.062778, -94.534769)"
JA29620391600000000,Urban Redevelopment (UR) vacant,Disposed,KCMHA,UR,1627 E 22nd Ter,Kansas City,MO,64108,Jackson,Wendell Phillips,3rd,05/06/2019,Kansas City Missouri 110,,N,2019,116,1901.900972,Vacant lot or land - little or no use,,,,,"1627 E 22nd Ter
Kansas City, MO 64108
(39.08516, -94.562348)"
JA28430190900000000,Residential Vacant,Acquired,Land Bank,R-2.5,2449 Walrond Ave,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,,Kansas City Missouri 110,Assemblage,N,2019,2650,5432.82517361,Vacant lot or land - usable,,,,,"2449 Walrond Ave
Kansas City, MO 64127
(39.081211, -94.54576)"
JA47610032700000000,Residential Vacant,Acquired,Land Bank,R-5,6704 Paseo Blvd,Kansas City,MO,64132,Jackson,Neighbors United For Action,5th,,Kansas City Missouri 110,,N,2019,14700,9260.570451,Vacant lot or land - usable,,,,,"6704 Paseo Blvd
Kansas City, MO 64132
(39.005356, -94.563686)"
JA13830310500000000,Residential Vacant,Disposed,Land Bank,R-2.5,515 VAN BRUNT BLVD,Kansas City,MO,64124,Jackson,South Indian Mound,4th,08/24/2020,KANSAS CITY MISSOURI 110,Side Yard,Y,2019,8150,5579.06691,Vacant lot or land - usable,,,,05/22/2014,"515 VAN BRUNT BLVD
Kansas City, MO 64124
(39.106742, -94.526027)"
JA29640220100000000,Residential Vacant,Disposed,Land Bank,R-1.5,2500 EUCLID AVE,KANSAS CITY,MO,64127,Jackson,Wendell Phillips,3rd,12/19/2014,KANSAS CITY MISSOURI 110,"Affordable Housing, Side Yard",N,2012,287,3933.134514,Vacant lot or land - usable,,,,,"2500 EUCLID AVE
KANSAS CITY, MO 64127
(39.080833, -94.55929)"
JA46420221000000000,Residential Improved,Disposed,Land Bank,R-5,6923  CHESTNUT AVE,Kansas City,MO,64132,Jackson,Self Help Neighborhood Council,5th,10/03/2016,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,22333,5593.126354,Structure - fair condition,844,2,1,04/07/2015,"6923  CHESTNUT AVE
Kansas City, MO 64132
(39.000655, -94.554434)"
JA13930303100000000,Commercial Vacant,Disposed,Land Bank,R-2.5,3221 ROBERTS ST,KANSAS CITY,MO,64124,JACKSON,Scarritt Point,4th,08/28/2018,KANSAS CITY MISSOURI 110,Assemblage,Y,2015,31512,4578.448785,Structure - severely distressed,,,,,"3221 ROBERTS ST
KANSAS CITY, MO 64124
(39.106955, -94.543741)"
JA46320121800000000,Residential Vacant,Acquired,Land Bank,R-2.5,6016 Bellefontaine Avenue,Kansas City,MO,64119,Jackson,South Town Fork Creek,5th,,Kansas City Missouri 110,Assemblage,N,2019,7350,5024.77017361,Vacant lot or land - usable,,,,,"6016 Bellefontaine Avenue
Kansas City, MO 64119
(39.015667, -94.550152)"
JA28910292300000000,Residential Vacant,Reserved,Land Bank,R-2.5,3010  MERSINGTON AVE,Kansas City,MO,64128,Jackson,Ingleside,3rd,08/18/2016,KANSAS CITY MISSOURI 110,Assemblage,Y,2019,5000,10851.500417,Vacant lot or land - usable,770,2,1,12/09/2014,"3010  MERSINGTON AVE
Kansas City, MO 64128
(39.07053, -94.537816)"
JA31340152900000000,Residential Improved,Disposed,Land Bank,R-2.5,4002  JACKSON AVE,Kansas City,MO,64130,Jackson,Vineyard Northwest,3rd,04/06/2018,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,12504,5535.261493,Structure - fair condition,768,,1,03/27/2015,"4002  JACKSON AVE
Kansas City, MO 64130
(39.052671, -94.53528)"
JA31310090400000000,Commercial Vacant,Disposed,Land Bank,B1-1,3611 Indiana Ave,Kansas City,MO,64128,Jackson,Palestine West And Oak Park Northeast,3rd,06/05/2017,Kansas City Missouri 110,Side Yard,N,2012,2660,4591.623264,Vacant lot or land - usable,,,,,"3611 Indiana Ave
Kansas City, MO 64128
(39.059869, -94.544126)"
JA28130270800000000,Residential Vacant,Acquired,Land Bank,R-2.5,6013 E 16th St,Kansas City,MO,64126,Jackson,West Blue Valley,3rd,,Kansas City Missouri 110,,N,2019,5700,13144.708333,Vacant lot or land - usable,,,,,"6013 E 16th St
Kansas City, MO 64126
(39.092092, -94.511854)"
JA29420151900000000,Residential Vacant,Disposed,Land Bank,R-6,2110 MERCIER ST,KANSAS CITY,MO,64108,Jackson,Westside North,4th,04/24/2015,KANSAS CITY MISSOURI 110,"Public Green Space, Wildlife Conservation Area",N,2012,480,9560.553576,Vacant lot or land - little or no use,,,,,"2110 MERCIER ST
KANSAS CITY, MO 64108
(39.088089, -94.599619)"
JA31230083002000000,Residential Vacant,Acquired,KCMHA,R-2.5,4020  Spruce Avenue,Kansas City,MO,64130,Jackson,Vineyard Northwest,3rd,,Kansas City Missouri 110,,N,2019,9200,25720,,,,,,"4020  Spruce Avenue
Kansas City, MO 64130
(39.052009, -94.53415)"
JA28940260200000000,Residential Vacant,Acquired,Land Bank,R-5,3940 E 34th St,Kansas City,MO,64128,Jackson,Palestine East,3rd,,Kansas City Missouri 110,Side Yard,N,2019,3100,5525.51791667,Vacant lot or land - little or no use,,,,,"3940 E 34th St
Kansas City, MO 64128
(39.063981, -94.538206)"
JA28420200600000000,Residential Vacant,Disposed,KCMHA,R-2.5,1911 Montgall Ave,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,04/10/2019,Kansas City Missouri 110,Assemblage,N,2012,1702,4992.150208,Vacant lot or land - usable,,,,02/24/2014,"1911 Montgall Ave
Kansas City, MO 64127
(39.088858, -94.55075)"
30-130-31-26-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-2.5,4238 HIGHLAND AVE,Kansas City,MO,64110.0,Jackson,Ivanhoe Southwest,3rd,12/20/2017,KANSAS CITY MISSOURI 110,Urban Agriculture,N,,462,4673.03875,Vacant lot or land - usable,,,,,"4238 HIGHLAND AVE
Kansas City, MO 64110.0
(39.048985, -94.564395)"
JA47730251400000000,Residential Vacant,Disposed,Land Bank,R-6,1307 E 82nd St,Kansas City,MO,64131,Jackson,Marlborough Heights/Marlborough Pride,5th,07/21/2015,Center 120,Public Purpose,N,2012,1372,22226.926076,Vacant lot or land - little or no use,,,,01/10/2014,"1307 E 82nd St
Kansas City, MO 64131
(38.979831, -94.573459)"
JA30120034701000000,Residential Vacant,Acquired,Land Bank,R-1.5,3622 WAYNE AVE,Kansas City,MO,64109,Jackson,Linwood Homeowners-Ivanhoe,3rd,,KANSAS CITY MISSOURI 110,Side Yard,N,2019,12950,6525.428264,Vacant lot or land - usable,,,,,"3622 WAYNE AVE
Kansas City, MO 64109
(39.060315, -94.56494)"
JA28820062200000000,Residential Vacant,Acquired,Land Bank,R-2.5,2716 ELMWOOD AVE,Kansas City,MO,64127,Jackson,East Community Team South,3rd,,KANSAS CITY MISSOURI 110,Infill construction,N,2019,3250,6621.58850694,Vacant lot or land - usable,,,,,"2716 ELMWOOD AVE
Kansas City, MO 64127
(39.075535, -94.529511)"
JA28440121700000000,Residential Improved,Disposed,Land Bank,R-2.5,3804 E 25TH ST,KANSAS CITY,MO,64127,Jackson,East Community Team South,3rd,05/14/2018,KANSAS CITY MISSOURI 110,Affordable Housing,N,2012,24206,3529.56625,Structure - fair condition,,,1,09/18/2014,"3804 E 25TH ST
KANSAS CITY, MO 64127
(39.080238, -94.538136)"
JA31410130600000000,Residential Vacant,Acquired,Land Bank,R-2.5,4417 Cleveland Ave,Kansas City,MO,64130,Jackson,Vineyard Northwest,3rd,,Kansas City Missouri 110,"Assemblage, Side Yard, Urban Agriculture",N,2019,2950,5303.85566,Vacant lot or land - usable,,,,07/25/2014,"4417 Cleveland Ave
Kansas City, MO 64130
(39.045241, -94.540273)"
JA29710111700000000,Residential Vacant,Reserved,KCMHA,R-1.5,2937 WABASH AVE,Kansas City,MO,64127,Jackson,Key Coalition,3rd,04/16/2019,KANSAS CITY MISSOURI 110,"Assemblage, Side Yard",N,2019,8800,3927.405035,Vacant lot or land - usable,,,,,"2937 WABASH AVE
Kansas City, MO 64127
(39.072051, -94.553892)"
JA29640102600000000,Residential Vacant,Reserved,KCMHA,R-1.5,2408 Olive St,Kansas City,MO,64127,Jackson,Wendell Phillips,3rd,09/13/2016,Kansas City Missouri 110,,N,2019,7300,3308.998681,Vacant lot or land - usable,,,,,"2408 Olive St
Kansas City, MO 64127
(39.082868, -94.554503)"
30-610-13-07-01-0-00-000,Residential Vacant,Acquired,KCMHA,R-2.5,4429 BROOKLYN AVE,Kansas City,MO,64130.0,Jackson,Ivanhoe Southeast,3rd,,KANSAS CITY MISSOURI 110,,N,2019,22400,12658.7549653,Vacant lot or land - usable,,,,,"4429 BROOKLYN AVE
Kansas City, MO 64130.0
(39.045473, -94.558802)"
JA30130172100000000,Residential Improved,Disposed,Land Bank,R-2.5,4145 HIGHLAND AVE,Kansas City,MO,64110,Jackson,Ivanhoe Southwest,3rd,12/20/2017,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,26125,5537.022222,Structure - fair condition,1075,2,1,04/02/2015,"4145 HIGHLAND AVE
Kansas City, MO 64110
(39.050541, -94.564318)"
JA28910292000000000,Residential Vacant,Disposed,Land Bank,R-2.5,3016 MERSINGTON AVE,Kansas City,MO,64128,Jackson,Ingleside,3rd,08/18/2016,KANSAS CITY MISSOURI 110,"Assemblage, Side Yard",N,2015,1702,5431.442708,Vacant lot or land - usable,,,,,"3016 MERSINGTON AVE
Kansas City, MO 64128
(39.070162, -94.537837)"
JA31320061200000000,Residential Vacant,Disposed,Land Bank,R-2.5,3530 South Benton St,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,02/15/2017,Kansas City Missouri 110,Assemblage,N,2012,1276,3702.404826,Vacant lot or land - usable,,,,,"3530 South Benton St
Kansas City, MO 64128
(39.061233, -94.549816)"
JA28930321900000000,Residential Vacant,Disposition in Process,KCMHA,R-2.5,3446  MONTGALL AVE,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,04/10/2019,KANSAS CITY MISSOURI 110,"Assemblage, Side Yard",Y,2019,2800,5010.692708,Vacant lot or land - usable,1334,4,,10/30/2014,"3446  MONTGALL AVE
Kansas City, MO 64128
(39.062938, -94.552016)"
JA46220042800000000,Residential Improved,Disposed,Land Bank,R-2.5,4643 E 59TH ST,Kansas City,MO,64130,Jackson,Swope Parkway-Elmwood,5th,08/26/2016,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,18091,9544.556076,Structure - fair condition,913,2,1,01/08/2015,"4643 E 59TH ST
Kansas City, MO 64130
(39.018459, -94.531799)"
JA49440073100000000,Residential Vacant,Acquired,Land Bank,R-7.5,3917 KINGSHIGHWAY,KANSAS CITY,MO,64137,Jackson,Oakwood,5th,,HICKMAN MILLS 140,Infill construction,N,2019,39650,53251.7272917,Vacant lot or land - usable,,,,,"3917 KINGSHIGHWAY
KANSAS CITY, MO 64137
(38.951528, -94.542484)"
