Address,City,Council District,County,Date evaluated,Demo Needed,Formatted Address,Inventory Type,Location 1,Market Value,Market Value Year,Neighborhood,Number of Bedrooms,Number of Full Baths,Parcel Number,Postal Code,Potential Use,Property Class,Property Condition,Property Status,School District,Sold Date,Square Footage,State,Structure Square Footage,Zoned As,blockgroup_id,lat,lng,nbh_id,nbh_name,police_division,police_division_id
5741 Virginia,Kansas City,5th,Jackson,,N,"5741 Virginia Ave, Kansas City, MO 64110, USA",KCMHA,"5741 Virginia
Kansas City, MO 64110
(39.021785, -94.570602)",48000.0,,Blue Hills,,,30-730-21-15-00-0-00-000,64110,Affordable Housing,Residential Improved,Structure - good condition,Disposed,Kansas City Missouri 110,05/02/2014,,MO,,,290950081002,39.0217813,-94.57030119999999,113,Eastern 49-63,Metro,2
3305 MONROE AVE,Kansas City,3rd,Jackson,12/09/2015,Y,"3305 Monroe Ave, Kansas City, MO 64128, USA",Land Bank,"3305 MONROE AVE
Kansas City, MO 64127
(39.065535, -94.540384)",23416.0,2015.0,Palestine West And Oak Park Northeast,2.0,1.0,JA28940160400000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/20/2016,5696.247431000001,MO,1344.0,R-2.5,290950057004,39.065518,-94.5401424,61,Palestine West And Oak Park Northeast,East,3
5120 BYRAMS FORD RD,KANSAS CITY,3rd,JACKSON,,N,"5120 Byrams Ford Rd, Kansas City, MO 64129, USA",Land Bank,"5120 BYRAMS FORD RD
KANSAS CITY, MO 64129
(39.029601, -94.484182)",7600.0,2019.0,Eastwood Hills East,,,JA32910023400000000,64129,,Residential Vacant,Awaiting evaluation,Acquired,RAYTOWN 150,,2122.73434028,MO,,R-7.5,290950105002,39.02973,-94.484624,43,Eastwood Hills East,Metro,2
2512 MYRTLE AVE,KANSAS CITY,3rd,JACKSON,,N,"2512 Myrtle Ave, Kansas City, MO 64127, USA",Land Bank,"2512 MYRTLE AVE
KANSAS CITY, MO 64127
(39.079565, -94.536241)",15133.0,2015.0,East Community Team South,,,JA28440252700000000,64127,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/20/2018,4478.582431,MO,,R-2.5,290950165001,39.0795907,-94.536477,30,East Community Team South,East,3
3635 Olive St,KANSAS CITY,3rd,JACKSON,,N,"3635 Olive St, Kansas City, MO 64109, USA",Land Bank,"3635 Olive St
KANSAS CITY, MO 64109.0
(39.059933, -94.555687)",10400.0,2019.0,Ivanhoe Northeast,,,JA30110151100000000,64109,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,4631.37,MO,,R-1.5,290950055001,39.0598385,-94.555318,55,Ivanhoe Northeast,Central,1
3309 E 69TH ST,Kansas City,5th,Jackson,12/09/2015,N,"3309 E 69th St, Kansas City, MO 64132, USA",Land Bank,"3309 E 69TH ST
Kansas City, MO 64125
(39.001325, -94.54799)",22241.0,2015.0,Self Help Neighborhood Council,2.0,1.0,JA46420170300000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/22/2017,4679.911389,MO,768.0,R-5,290950088005,39.0010316,-94.5479505,124,Self Help Neighborhood Council,Metro,2
712  FREMONT AVE,Kansas City,4th,Jackson,02/11/2015,N,"712 Fremont Ave, Kansas City, MO 64125, USA",Land Bank,"712  FREMONT AVE
Kansas City, MO 64125
(39.10308, -94.507447)",22091.0,2014.0,Sheffield,3.0,1.0,JA28120141400000000,64125,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/23/2016,3204.866319,MO,1120.0,R-2.5,290950020001,39.10308,-94.5076052,21,Sheffield,East,3
5728 OLIVE ST,KANSAS CITY,5th,Jackson,,N,"5728 Olive St, Kansas City, MO 64130, USA",Land Bank,"5728 OLIVE ST
KANSAS CITY, MO 64130
(39.021802, -94.557798)",28226.0,2012.0,Blue Hills,,,JA30740192400000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/09/2017,4909.797431,MO,,R-6,290950080002,39.0219119,-94.5581108,119,Blue Hills,Metro,2
3500 E 26TH ST,Kansas City,3rd,Jackson,12/18/2014,Y,"3500 E 26th St, Kansas City, MO 64127, USA",Land Bank,"3500 E 26TH ST
Kansas City, MO 64127
(39.078539, -94.541853)",851.0,2014.0,Washington Wheatley,,1.0,JA28440212000000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,03/24/2016,2151.528785,MO,,R-2.5,290950165003,39.0786907,-94.5418746,28,Washington Wheatley,East,3
3937 SOUTH BENTON AVE,Kansas City,3rd,Jackson,12/11/2015,N,"3937 S Benton Ave, Kansas City, MO 64130, USA",Land Bank,"3937 SOUTH BENTON AVE
Kansas City, MO 64130
(39.053961, -94.550216)",24906.0,2015.0,Oak Park Southwest,3.0,2.0,JA31330051800000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,04/18/2018,3940.8252780000003,MO,1262.0,R-2.5,290950061001,39.05396330000001,-94.5500122,59,Oak Park Southwest,East,3
2221  Wabash Avenue,Kansas City,3rd,Jackson,,N,"2221 Wabash Ave, Kansas City, MO 64127, USA",KCMHA,"2221  Wabash Avenue
Kansas City, MO 64127.0
(39.08469, -94.55328)",90.0,2015.0,Wendell Phillips,,,JA29610341200000000,64127,"Assemblage, Public Purpose",Residential Vacant,Structure - fair condition,Disposed,Kansas City Missouri 110,10/14/2014,1290.0,MO,,R-1.5,290950161002,39.084719,-94.55296299999999,27,Wendell Phillips,East,3
6822 BELLEFONTAINE AVE,KANSAS CITY,5th,JACKSON,,N,"6822 Bellefontaine Ave, Kansas City, MO 64132, USA",Land Bank,"6822 BELLEFONTAINE AVE
KANSAS CITY, MO 64132
(39.002348, -94.550843)",20154.0,2015.0,Self Help Neighborhood Council,,2.0,JA46420133000000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/30/2018,7073.222188,MO,,R-5,290950088003,39.0023863,-94.5511403,124,Self Help Neighborhood Council,Metro,2
3742 Askew Ave,Kansas City,3rd,Jackson,04/08/2015,N,"3742 Askew Ave, Kansas City, MO 64128, USA",Land Bank,"3742 Askew Ave
Kansas City, MO 64128
(39.057165, -94.541984)",22379.0,2012.0,Palestine West And Oak Park Northeast,2.0,1.0,JA31310221800000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Acquired,Kansas City Missouri 110,10/24/2018,5781.277708,MO,665.0,R-2.5,290950057003,39.0571543,-94.54238819999999,61,Palestine West And Oak Park Northeast,East,3
3019 E 20TH TER,KANSAS CITY,3rd,Jackson,,N,"3019 E 20 Terrace, Kansas City, MO 64127, USA",Land Bank,"3019 E 20TH TER
KANSAS CITY, MO 64127
(39.087299, -94.546482)",9541.0,2012.0,Washington Wheatley,3.0,1.0,JA28420280600000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/31/2018,3320.849896,MO,1068.0,R-2.5,290950160002,39.0871222,-94.5464267,28,Washington Wheatley,East,3
5707 E 23RD ST,KANSAS CITY,3rd,Jackson,,N,"5707 E 23rd St, Kansas City, MO 64127, USA",Land Bank,"5707 E 23RD ST
KANSAS CITY, MO 64127
(39.083142, -94.515864)",7709.0,2012.0,South Blue Valley,,,JA28540010302000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/27/2014,4924.656878,MO,,R-2.5,290950034001,39.08294619999999,-94.5158987,31,South Blue Valley,East,3
4914 WABASH AVE,Kansas City,3rd,Jackson,,N,"4914 Wabash Ave, Kansas City, MO 64130, USA",KCMHA,"4914 WABASH AVE
Kansas City, MO 64130.0
(39.03705, -94.555776)",9531.0,,Blue Hills,,,30-640-20-30-00-0-00-000,64130,Assemblage,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/16/2014,4030.1675689999997,MO,,R-6,290950076001,39.0369417,-94.555945,119,Blue Hills,Metro,2
2820  WENZEL AVE,Kansas City,3rd,Jackson,01/30/2015,Y,"2820 Wenzel Ave, Kansas City, MO 64128, USA",Land Bank,"2820  WENZEL AVE
Kansas City, MO 64128
(39.073838, -94.532458)",14225.0,2014.0,East Community Team South,2.0,1.0,JA28820121600000000,64128,Side Yard,Residential Vacant,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,06/07/2017,3990.7177079999997,MO,1012.0,R-2.5,290950164002,39.0738491,-94.532691,30,East Community Team South,East,3
4631 Chestnut Ave,Kansas City,3rd,Jackson,,Y,"4631 Chestnut Ave, Kansas City, MO 64130, USA",Land Bank,"4631 Chestnut Ave
Kansas City, MO 64130
(39.041544, -94.552034)",18076.0,2012.0,Oak Park Southwest,2.0,1.0,JA31420251300000000,64130,"Affordable Housing, Side Yard",Residential Improved,Structure - severely distressed,Disposed,Kansas City Missouri 110,07/12/2018,3730.505868,MO,864.0,R-2.5,290950061003,39.0415415,-94.5518252,59,Oak Park Southwest,East,3
2101 E 24TH TER,Kansas City,3rd,Jackson,,N,"2101 E 24th Terrace, Kansas City, MO 64127, USA",KCMHA,"2101 E 24TH TER
Kansas City, MO 64127
(39.082015, -94.557988)",27193.0,2019.0,Wendell Phillips,,1.0,JA29640170500000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Reserved,KANSAS CITY MISSOURI 110,09/13/2016,3792.106389,MO,,R-1.5,290950166001,39.0818428,-94.55790929999999,27,Wendell Phillips,Central,1
1805 Spruce Ave,Kansas City,3rd,Jackson,,N,"1805 Spruce Ave, Kansas City, MO 64127, USA",Land Bank,"1805 Spruce Ave
Kansas City, MO 64127
(39.089746, -94.532345)",18723.0,2012.0,East Community Team North,4.0,1.0,JA28520100300000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,04/29/2014,6411.80684,MO,2168.0,R-2.5,290950023002,39.0898103,-94.532107,29,East Community Team North,East,3
2824 POPLAR AVE,KANSAS CITY,3rd,JACKSON,,N,"2824 Poplar Ave, Kansas City, MO 64128, USA",Land Bank,"2824 POPLAR AVE
KANSAS CITY, MO 64128
(39.073509, -94.526468)",8726.0,2015.0,East Community Team South,,1.0,JA28820161800000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/25/2018,6377.176875,MO,,R-2.5,290950164002,39.0735506,-94.5267708,30,East Community Team South,East,3
2609 INDIANA AVE,KANSAS CITY,3rd,Jackson,05/22/2014,N,"2609 Indiana Ave, Kansas City, MO 64127, USA",Land Bank,"2609 INDIANA AVE
KANSAS CITY, MO 64127
(39.07824, -94.543211)",22871.0,2012.0,Washington Wheatley,4.0,1.0,JA28440350400000000,64127,"Affordable Housing, Side Yard",Residential Improved,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,03/07/2019,4264.521493,MO,1514.0,B3-2,290950165003,39.0782318,-94.5429723,28,Washington Wheatley,East,3
3538 Montgall Ave,Kansas City,3rd,Jackson,,N,"3538 Montgall Ave, Kansas City, MO 64128, USA",Land Bank,"3538 Montgall Ave
Kansas City, MO 64128
(39.061219, -94.552119)",10852.0,,Oak Park Northwest,,,JA31320081100000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,01/14/2016,,MO,,,290950056022,39.0612233,-94.55238930000002,58,Oak Park Northwest,East,3
4411 E 17TH ST,KANSAS CITY,3rd,JACKSON,,Y,"4411 E 17th St, Kansas City, MO 64127, USA",Land Bank,"4411 E 17TH ST
KANSAS CITY, MO 64127
(39.090849, -94.530616)",20737.0,2019.0,East Community Team North,,1.0,JA28520060200000000,64127,,Residential Improved,Structure - severely distressed,Target,KANSAS CITY MISSOURI 110,,6383.414063,MO,,R-2.5,290950023002,39.0906996,-94.530637,29,East Community Team North,East,3
5111 WABASH AVE,KANSAS CITY,5th,Jackson,01/13/2014,N,"5111 Wabash Ave, Kansas City, MO 64130, USA",Land Bank,"5111 WABASH AVE
KANSAS CITY, MO 64130
(39.033175, -94.55593)",22468.0,2012.0,Blue Hills,2.0,1.0,JA30710010700000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/03/2018,4886.360938000001,MO,,R-6,290950076002,39.0331524,-94.5556831,119,Blue Hills,Metro,2
6719 South Benton Ave,KANSAS CITY,5th,JACKSON,,N,"6719 S Benton Ave, Kansas City, MO 64132, USA",Land Bank,"6719 South Benton Ave
KANSAS CITY, MO 64132.0
(39.00448, -94.553089)",27845.0,2019.0,Self Help Neighborhood Council,,1.0,JA46420050700000000,64132,,Residential Improved,Structure - severely distressed,Acquired,KANSAS CITY MISSOURI 110,,4923.27,MO,,R-5,290950088003,39.0044737,-94.55287279999999,124,Self Help Neighborhood Council,Metro,2
5415 E 27TH TER,Kansas City,3rd,Jackson,07/18/2014,Y,"5415 E 27th Terrace, Kansas City, MO 64128, USA",Land Bank,"5415 E 27TH TER
Kansas City, MO 64128
(39.075315, -94.519648)",2007.0,2014.0,South Blue Valley,2.0,1.0,JA28810101200000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/20/2014,8991.894236,MO,888.0,R-2.5,290950164002,39.0751293,-94.5195628,31,South Blue Valley,East,3
5502 E 36TH ST,KANSAS CITY,3rd,Jackson,08/27/2014,N,"5502 E 36th St S, Kansas City, MO 64128, USA",Land Bank,"5502 E 36TH ST
KANSAS CITY, MO 64128
(39.059984, -94.51967)",5026.0,2012.0,Dunbar,3.0,1.0,JA31210070800000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/22/2015,3000.919688,MO,656.0,R-2.5,290950058013,39.0600833,-94.5197317,66,Dunbar,East,3
4416 Virginia Ave.,KANSAS CITY,3rd,JACKSON,,N,"4416 Virginia Ave, Kansas City, MO 64110, USA",Land Bank,"4416 Virginia Ave.
KANSAS CITY, MO 64110.0
(39.046457, -94.569104)",476.0,2016.0,Manheim Park,,,JA30620113300000000,64110,,RESIDENTIAL VACANT,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,09/20/2018,3542.18,MO,,R-1.5,290950063001,39.046481,-94.569386,69,Manheim Park,Central,1
5008 OLIVE ST,Kansas City,3rd,Jackson,12/18/2014,N,"5008 Olive St, Kansas City, MO 64130, USA",Land Bank,"5008 OLIVE ST
Kansas City, MO 64130
(39.035198, -94.556979)",18382.0,2014.0,Blue Hills,,1.0,JA30640322700000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,04/09/2019,5578.859028,MO,,R-6,290950076001,39.0351937,-94.55726460000001,119,Blue Hills,Metro,2
3605 WABASH AVE,Kansas City,3rd,Jackson,04/19/2019,N,"3605 Wabash Ave, Kansas City, MO 64109, USA",KCMHA,"3605 WABASH AVE
Kansas City, MO 64128
(39.060671, -94.554469)",18510.0,2017.0,Ivanhoe Northeast,5.0,2.0,30-110-16-03-00-0-00-000,64109,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,,4498.8761460000005,MO,,R-1.5,290950055001,39.060643,-94.554127,55,Ivanhoe Northeast,East,3
3535 BROOKLYN AVE,KANSAS CITY,3rd,Jackson,,N,"3535 Brooklyn Ave, Kansas City, MO 64109, USA",Land Bank,"3535 BROOKLYN AVE
KANSAS CITY, MO 64109
(39.061508, -94.55791)",17931.0,2012.0,Ivanhoe Northeast,,,JA30110043400000000,64109,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/27/2014,9298.988194,MO,,R-1.5,290950055001,39.0613863,-94.55758689999999,55,Ivanhoe Northeast,Central,1
2315  POPLAR AVE,Kansas City,3rd,Jackson,12/16/2014,N,"2315 Poplar Ave, Kansas City, MO 64127, USA",Land Bank,"2315  POPLAR AVE
Kansas City, MO 64127
(39.082842, -94.525565)",18368.0,2014.0,East Community Team South,,1.0,JA28530010600000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/06/2015,4791.269792,MO,,R-2.5,290950034003,39.0829878,-94.5253211,30,East Community Team South,East,3
3116 E 72nd St,Kansas City,5th,Jackson,04/16/2014,Y,"3116 E 72nd St, Kansas City, MO 64132, USA",Land Bank,"3116 E 72nd St
Kansas City, MO 64132
(38.995902, -94.550309)",27490.0,2012.0,Noble and Gregory Ridge,2.0,1.0,JA46430031800000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,12/15/2015,4597.979757,MO,1008.0,R-5,290950089002,38.9961366,-94.55031439999999,126,Noble And Gregory Ridge,Metro,2
4228 Prospect Ave,KANSAS CITY,3rd,JACKSON,,N,"4228 Prospect Ave, Kansas City, MO 64130, USA",Land Bank,"4228 Prospect Ave
KANSAS CITY, MO 64130.0
(39.048951, -94.553937)",10450.0,2019.0,Ivanhoe Southeast,,,JA30140322400000000,64130,,RESIDENTIAL VACANT,Awaiting evaluation,Reserved,KANSAS CITY MISSOURI 110,,4640.47,MO,,R-2.5,290950169003,39.0490787,-94.55415269999999,54,Ivanhoe Southeast,East,3
3025 MERSINGTON AVE,KANSAS CITY,3rd,Jackson,12/18/2014,Y,"3025 Mersington Ave, Kansas City, MO 64128, USA",KCMHA,"3025 MERSINGTON AVE
KANSAS CITY, MO 64128
(39.070231, -94.537833)",4950.0,2019.0,Ingleside,,,JA28910280700000000,64128,"Assemblage, Side Yard",Residential Vacant,Structure - severely distressed,Reserved,KANSAS CITY MISSOURI 110,08/18/2016,10815.755243000001,MO,,R-2.5,290950165002,39.0702921,-94.53748399999999,63,Ingleside,East,3
2703 E 46TH ST,KANSAS CITY,3rd,Jackson,05/01/2014,N,"2703 E 46th St, Kansas City, MO 64130, USA",Land Bank,"2703 E 46TH ST
KANSAS CITY, MO 64130
(39.042736, -94.552853)",33292.0,2012.0,Oak Park Southwest,3.0,1.0,JA31420240400000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,09/29/2015,3703.128715,MO,1564.0,R-2.5,290950061003,39.0425572,-94.55287279999999,59,Oak Park Southwest,East,3
3811 CHESTNUT AVE,KANSAS CITY,3rd,Jackson,,N,"3811 Chestnut Ave, Kansas City, MO 64128, USA",Land Bank,"3811 CHESTNUT AVE
KANSAS CITY, MO 64128
(39.056768, -94.551205)",16076.0,2012.0,Oak Park Northwest,2.0,1.0,JA31320310700000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,03/07/2014,4393.384375,MO,947.0,R-2.5,290950056022,39.0567286,-94.55097909999999,58,Oak Park Northwest,East,3
3200 E 28TH ST,Kansas City,3rd,Jackson,02/18/2015,Y,"3200 E 28th St, Kansas City, MO 64128, USA",Land Bank,"3200 E 28TH ST
Kansas City, MO 64128
(39.074611, -94.545816)",22514.0,2014.0,Santa Fe,,1.0,JA28920061800000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/17/2015,8409.927708,MO,,R-5,290950038001,39.07490019999999,-94.5458828,57,Santa Fe,East,3
2226 E 68TH TER,KANSAS CITY,5th,Jackson,04/17/2014,N,"2226 E 68th Terrace, Kansas City, MO 64132, USA",Land Bank,"2226 E 68TH TER
KANSAS CITY, MO 64132
(39.002691, -94.55989)",21400.0,2012.0,Blenheim Square Research Hospital,,,JA47610083600000000,64132,"Assemblage, Side Yard",Residential Vacant,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,04/25/2017,6988.2171180000005,MO,,R-5,290950087001,39.0029416,-94.5598435,122,Blenheim Square Research Hospital,Metro,2
5211 E 29TH ST,KANSAS CITY,3rd,Jackson,10/23/2014,N,"5211 E 29 St, Kansas City, MO 64128, USA",Land Bank,"5211 E 29TH ST
KANSAS CITY, MO 64128
(39.072511, -94.522358)",19095.0,2012.0,East Community Team South,,1.0,JA28810221000000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/23/2018,3655.921181,MO,,B3-2,290950164002,39.0723398,-94.5223814,30,East Community Team South,East,3
5606 Hardesty Ave,KANSAS CITY,5th,JACKSON,,N,"5606 Hardesty Ave, Kansas City, MO 64130, USA",Land Bank,"5606 Hardesty Ave
KANSAS CITY, MO 64130
(39.023386, -94.521702)",25086.0,2016.0,Brown Estates,2.0,1.0,JA31840051700000000,64130,Affordable Housing,RESIDENTIAL IMPROVED,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,01/24/2018,7751.99,MO,816.0,R-5,290950175001,39.02331220000001,-94.5220593,131,Brown Estates,Metro,2
2606 Bales Ave,KANSAS CITY,3rd,JACKSON,,N,"2606 Bales Ave, Kansas City, MO 64127, USA",Land Bank,"2606 Bales Ave
KANSAS CITY, MO 64127.0
(39.078198, -94.542063)",14229.0,2019.0,Washington Wheatley,,1.0,JA28440353500000000,64127,,RESIDENTIAL IMPROVED,Structure - fair condition,ACQUIRED,KANSAS CITY MISSOURI 110,,3834.48,MO,,R-2.5,290950165003,39.0781862,-94.5423177,28,Washington Wheatley,East,3
6838 E 12TH TER,Kansas City,3rd,Jackson,,N,"6838 E 12 Terrace, Kansas City, MO 64126, USA",Land Bank,"6838 E 12TH TER
Kansas City, MO 64126
(39.096367, -94.501467)",7387.0,2019.0,East Blue Valley,,1.0,JA28140042300000000,64126,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/01/2020,3395.689167,MO,,R-2.5,290950021003,39.0965756,-94.5015129,35,Blue Valley Industrial,East,3
4002 South Benton Ave,Kansas City,3rd,Jackson,06/12/2014,Y,"4002 S Benton Ave, Kansas City, MO 64130, USA",Land Bank,"4002 South Benton Ave
Kansas City, MO 64130
(39.053279, -94.55026)",17621.0,2012.0,Oak Park Southwest,2.0,1.0,JA31330113300000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,04/23/2018,4671.555868,MO,1120.0,R-2.5,290950061001,39.0532913,-94.5505762,59,Oak Park Southwest,East,3
3212 GARFIELD,KANSAS CITY,3rd,Jackson,,N,"3212 Garfield Ave, Kansas City, MO 64109, USA",Land Bank,"3212 GARFIELD
KANSAS CITY, MO 64109
(39.067587, -94.558753)",9138.0,2019.0,Ivanhoe Southeast,,,JA29740112100000000,64109,Affordable Housing,Residential Vacant,Structure - severely distressed,Disposition in Process,Kansas City Missouri 110,,4765.0,MO,,R-2.5,290950054001,39.0676466,-94.5590174,56,Key Coalition,Central,1
5432 E 29th St,Kansas City,3rd,Jackson,10/23/2014,Y,"5432 E 29 St, Kansas City, MO 64128, USA",Land Bank,"5432 E 29th St
Kansas City, MO 64128
(39.072395, -94.518834)",14132.0,2012.0,South Blue Valley,,1.0,JA28810172100000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,03/15/2017,4495.4325,MO,,R-2.5,290950164002,39.0725565,-94.51887819999999,31,South Blue Valley,East,3
1102 Agnes Ave,KANSAS CITY,3rd,JACKSON,,N,"1102 Agnes Ave, Kansas City, MO 64127, USA",Land Bank,"1102 Agnes Ave
KANSAS CITY, MO 64127.0
(39.100312, -94.547036)",27501.0,2019.0,Independence Plaza,,1.0,JA28320303000000000,64127,,RESIDENTIAL IMPROVED,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,,3968.36,MO,,R-1.5,290950018003,39.1002826,-94.5473129,16,Independence Plaza,East,3
4311 WAYNE AVE,Kansas City,3rd,Jackson,01/06/2016,N,"4311 Wayne Ave, Kansas City, MO 64110, USA",Land Bank,"4311 WAYNE AVE
Kansas City, MO 64110
(39.048164, -94.565599)",23721.0,2015.0,Ivanhoe Southwest,3.0,1.0,JA30620020700000000,64110,Affordable Housing,Residential Improved,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,06/19/2019,4068.790938,MO,1236.0,R-2.5,290950063002,39.0481659,-94.56532399999999,53,Ivanhoe Southwest,Central,1
6041 CHESTNUT AVE,Kansas City,5th,Jackson,,N,"6041 Chestnut Ave, Kansas City, MO 64130, USA",Land Bank,"6041 CHESTNUT AVE
Kansas City, MO 64130
(39.016118, -94.553679)",23443.0,2019.0,South Town Fork Creek,,1.0,JA46320101300000000,64130,,Residential Improved,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,,6083.550521,MO,,R-2.5,290950079004,39.0160799,-94.55339649999999,117,South Town Fork Creek,Metro,2
2543 Brighton Ave,Kansas City,3rd,Jackson,,N,"2543 Brighton Ave, Kansas City, MO 64127, USA",Land Bank,"2543 Brighton Ave
Kansas City, MO 64127
(39.078215, -94.524774)",14631.0,2012.0,East Community Team South,,1.0,JA28540092800000000,64127,,Residential Improved,Structure - severely distressed,Disposed,Kansas City Missouri 110,06/20/2019,4292.012292,MO,,R-2.5,290950034002,39.0782256,-94.5245559,30,East Community Team South,East,3
3635 Montgall Ave,Kansas City,3rd,Jackson,04/08/2015,N,"3635 Montgall Ave, Kansas City, MO 64128, USA",Land Bank,"3635 Montgall Ave
Kansas City, MO 64128
(39.059151, -94.552234)",12754.0,2012.0,Oak Park Northwest,3.0,1.0,JA31320161300000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,10/05/2017,4503.728611,MO,1444.0,R-2.5,290950056022,39.05912989999999,-94.5519058,58,Oak Park Northwest,East,3
2627 E 7TH ST,Kansas City,3rd,Jackson,09/11/2014,N,"2627 E 7th St, Kansas City, MO 64124, USA",Land Bank,"2627 E 7TH ST
Kansas City, MO 64124
(39.10444, -94.549506)",47395.0,2014.0,Independence Plaza,,2.0,JA28320121100000000,64124,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,11/17/2014,6127.431181,MO,,R-6,290950018002,39.1042342,-94.54987690000002,16,Independence Plaza,East,3
3625 GARFIELD AVE,KANSAS CITY,3rd,JACKSON,07/08/2016,N,"3625 Garfield Ave, Kansas City, MO 64109, USA",Land Bank,"3625 GARFIELD AVE
KANSAS CITY, MO 64109
(39.060222, -94.559126)",16322.0,2015.0,Ivanhoe Northeast,,1.0,JA30110121300000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/01/2017,5843.5323960000005,MO,,R-1.5,290950055001,39.0601596,-94.5588361,55,Ivanhoe Northeast,Central,1
3123 Chelsea Ave,KANSAS CITY,3rd,JACKSON,,N,"3123 Chelsea Ave, Kansas City, MO 64128, USA",Land Bank,"3123 Chelsea Ave
KANSAS CITY, MO 64128.0
(39.067933, -94.52784)",2450.0,2019.0,Knoches Park,,,JA28830031400000000,64128,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,4380.66,MO,,R-2.5,290950058013,39.067983,-94.527535,64,Knoches Park,East,3
5611 E 56TH ST,KANSAS CITY,5th,JACKSON,,N,"5611 E 56th St, Kansas City, MO 64130, USA",Land Bank,"5611 E 56TH ST
KANSAS CITY, MO 64130
(39.023767, -94.520182)",7606.0,2015.0,Brown Estates,,,JA31840070500000000,64130,Assemblage,Residential Vacant,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,07/12/2017,3984.740174,MO,,R-5,290950175001,39.0231939,-94.52019790000001,131,Brown Estates,Metro,2
